Piece,Artist,Level,SkillPurpose,EarMapped,ChordsMapped,SectionComplete,FullTake,Notes
Still Got the Blues,Gary Moore,Foundation,bend pitch and vocal phrasing,No,No,No,No,Start with the main melody and sing every bend target
